"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","User Can Calculate Tariff From CSV","Tests","Wed Dec 17 12:12:57 UTC 2025","failed","Wed Dec 17 12:12:57 UTC 2025","ArenaEdgeCasesFahrradDDT","ArenaProject","",""
"","20177","User Can Calculate Tariff From CSV","Tests","Wed Dec 17 12:13:40 UTC 2025","failed","Wed Dec 17 12:14:00 UTC 2025","ArenaEdgeCasesTiereDDT","ArenaProject","",""
