"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 16 12:54:47 UTC 2025","Tue Dec 16 12:54:47 UTC 2025","127","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","createInsuranceConfiguration_ReturnsCreatedDto","createInsuranceConfiguration_ReturnsCreatedDto()",""
"passed","Tue Dec 16 12:54:37 UTC 2025","Tue Dec 16 12:54:37 UTC 2025","17","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldReturnEmptyList_whenNoApplicationsFound","listFrontendEndpoints_shouldReturnEmptyList_whenNoApplicationsFound()",""
"passed","Tue Dec 16 12:54:37 UTC 2025","Tue Dec 16 12:54:37 UTC 2025","19","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldHandleMultipleEntrypoints","listFrontendEndpoints_shouldHandleMultipleEntrypoints()",""
"passed","Tue Dec 16 12:55:02 UTC 2025","Tue Dec 16 12:55:02 UTC 2025","125","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","deleteInsuranceConfiguration_shouldDeleteEntity","deleteInsuranceConfiguration_shouldDeleteEntity()",""
"passed","Tue Dec 16 12:54:43 UTC 2025","Tue Dec 16 12:54:43 UTC 2025","9","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","getArgoCDToken_shouldUseCachedTokenWhenValid","getArgoCDToken_shouldUseCachedTokenWhenValid()",""
"passed","Tue Dec 16 12:55:01 UTC 2025","Tue Dec 16 12:55:01 UTC 2025","363","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","createInsuranceConfiguration_shouldAllowNullQuote","createInsuranceConfiguration_shouldAllowNullQuote()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","16","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldHandleInvalidManifests","listFrontendEndpoints_shouldHandleInvalidManifests(String, String, String) Manifest with missing annotations",""
"passed","Tue Dec 16 12:54:46 UTC 2025","Tue Dec 16 12:54:46 UTC 2025","3","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","updateInsuranceConfiguration_ThrowsWhenNotFound","updateInsuranceConfiguration_ThrowsWhenNotFound()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:37 UTC 2025","6956","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldThrowException_whenAppsListFails","listFrontendEndpoints_shouldThrowException_whenAppsListFails()",""
"passed","Tue Dec 16 12:54:38 UTC 2025","Tue Dec 16 12:54:38 UTC 2025","19","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","getArgoCDToken_shouldThrowExceptionWhenResponseIsNull","getArgoCDToken_shouldThrowExceptionWhenResponseIsNull()",""
"passed","Tue Dec 16 12:55:02 UTC 2025","Tue Dec 16 12:55:02 UTC 2025","82","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","updateInsuranceConfiguration_shouldUpdateFieldsAndTimestamp","updateInsuranceConfiguration_shouldUpdateFieldsAndTimestamp()",""
"passed","Tue Dec 16 12:54:24 UTC 2025","Tue Dec 16 12:54:25 UTC 2025","567","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldUseDefaultValues_whenFieldsMissing","listFrontendEndpoints_shouldUseDefaultValues_whenFieldsMissing()",""
"passed","Tue Dec 16 12:54:47 UTC 2025","Tue Dec 16 12:54:47 UTC 2025","16","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","getInsuranceConfigurationById_NotFound_Returns404","getInsuranceConfigurationById_NotFound_Returns404()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","12","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldFindEntrypointsInSpecTemplate","listFrontendEndpoints_shouldFindEntrypointsInSpecTemplate()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","29","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldHandleInvalidManifests","listFrontendEndpoints_shouldHandleInvalidManifests(String, String, String) Malformed manifest JSON",""
"passed","Tue Dec 16 12:55:02 UTC 2025","Tue Dec 16 12:55:02 UTC 2025","101","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","getInsuranceConfigurationById_shouldThrowNotFound_WhenMissing","getInsuranceConfigurationById_shouldThrowNotFound_WhenMissing()",""
"passed","Tue Dec 16 12:54:48 UTC 2025","Tue Dec 16 12:54:48 UTC 2025","24","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerSecurityTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerSecurityTest","whenAccessGetQuoteWithoutAuth_thenOk","whenAccessGetQuoteWithoutAuth_thenOk()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","14","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldHandleInvalidManifests","listFrontendEndpoints_shouldHandleInvalidManifests(String, String, String) Non-array manifests field",""
"passed","Tue Dec 16 12:54:37 UTC 2025","Tue Dec 16 12:54:37 UTC 2025","15","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldReturnEndpoints_whenHealthyWebAppWithEntrypoints","listFrontendEndpoints_shouldReturnEndpoints_whenHealthyWebAppWithEntrypoints()",""
"passed","Tue Dec 16 12:54:24 UTC 2025","Tue Dec 16 12:54:24 UTC 2025","26","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","shouldThrowConflictWhenDifferentRawData","shouldThrowConflictWhenDifferentRawData()",""
"passed","Tue Dec 16 12:55:02 UTC 2025","Tue Dec 16 12:55:02 UTC 2025","108","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","createInsuranceConfiguration_shouldPersistAndAssignTimestamps","createInsuranceConfiguration_shouldPersistAndAssignTimestamps()",""
"passed","Tue Dec 16 12:55:01 UTC 2025","Tue Dec 16 12:55:01 UTC 2025","21","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","createInsuranceConfiguration_shouldFailValidation_whenQuoteZero","createInsuranceConfiguration_shouldFailValidation_whenQuoteZero()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","20","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldHandleInvalidManifests","listFrontendEndpoints_shouldHandleInvalidManifests(String, String, String) Non-array entrypoints",""
"passed","Tue Dec 16 12:54:24 UTC 2025","Tue Dec 16 12:54:24 UTC 2025","20","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","shouldThrowRuntimeWhenSavingRecordFails","shouldThrowRuntimeWhenSavingRecordFails()",""
"passed","Tue Dec 16 12:54:48 UTC 2025","Tue Dec 16 12:54:48 UTC 2025","21","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","getInsuranceConfigurations_ByUser_ReturnsList","getInsuranceConfigurations_ByUser_ReturnsList()",""
"passed","Tue Dec 16 12:54:23 UTC 2025","Tue Dec 16 12:54:24 UTC 2025","1527","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","shouldReturnStoredResponseWhenSameRawData","shouldReturnStoredResponseWhenSameRawData()",""
"passed","Tue Dec 16 12:54:22 UTC 2025","Tue Dec 16 12:54:22 UTC 2025","14","","com.reply.arena.bridge.integration.MongoTtlIntegrationTest","","com.reply.arena.bridge.integration.MongoTtlIntegrationTest","shouldCreateTtlIndexOnField","shouldCreateTtlIndexOnField(String, int) [2] indexName=idempotency_records, expectedExpireSeconds=86400",""
"passed","Tue Dec 16 12:54:47 UTC 2025","Tue Dec 16 12:54:47 UTC 2025","16","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","getInsuranceConfigurationById_InvalidType_Returns400","getInsuranceConfigurationById_InvalidType_Returns400()",""
"passed","Tue Dec 16 12:55:02 UTC 2025","Tue Dec 16 12:55:02 UTC 2025","38","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","getInsuranceConfigurationById_shouldReturnEntity","getInsuranceConfigurationById_shouldReturnEntity()",""
"passed","Tue Dec 16 12:54:38 UTC 2025","Tue Dec 16 12:54:38 UTC 2025","19","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","getArgoCDToken_shouldThrowExceptionWhenNoTokenReceived","getArgoCDToken_shouldThrowExceptionWhenNoTokenReceived()",""
"passed","Tue Dec 16 12:54:24 UTC 2025","Tue Dec 16 12:54:24 UTC 2025","23","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","shouldCreateWhenNoPreviousRecordExists","shouldCreateWhenNoPreviousRecordExists()",""
"passed","Tue Dec 16 12:54:37 UTC 2025","Tue Dec 16 12:54:37 UTC 2025","18","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldFilterByNamePrefix","listFrontendEndpoints_shouldFilterByNamePrefix()",""
"passed","Tue Dec 16 12:55:01 UTC 2025","Tue Dec 16 12:55:01 UTC 2025","62","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","createInsuranceConfiguration_shouldFailValidation_whenContentBlank","createInsuranceConfiguration_shouldFailValidation_whenContentBlank()",""
"passed","Tue Dec 16 12:54:48 UTC 2025","Tue Dec 16 12:54:48 UTC 2025","13","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","updateInsuranceConfiguration_ReturnsUpdatedDto","updateInsuranceConfiguration_ReturnsUpdatedDto()",""
"passed","Tue Dec 16 12:54:46 UTC 2025","Tue Dec 16 12:54:46 UTC 2025","6","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","checkOwnership","checkOwnership()",""
"passed","Tue Dec 16 12:55:02 UTC 2025","Tue Dec 16 12:55:02 UTC 2025","33","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","","com.reply.arena.bridge.integration.service.InsuranceConfigurationServiceIT","updateInsuranceConfiguration_shouldNotOverwriteQuoteWhenNull","updateInsuranceConfiguration_shouldNotOverwriteQuoteWhenNull()",""
"passed","Tue Dec 16 12:54:37 UTC 2025","Tue Dec 16 12:54:38 UTC 2025","569","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","getArgoCDToken_shouldSendCorrectAuthenticationRequest","getArgoCDToken_shouldSendCorrectAuthenticationRequest()",""
"passed","Tue Dec 16 12:54:46 UTC 2025","Tue Dec 16 12:54:46 UTC 2025","309","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","deleteInsuranceConfiguration_ThrowsWhenNotFound","deleteInsuranceConfiguration_ThrowsWhenNotFound()",""
"passed","Tue Dec 16 12:54:38 UTC 2025","Tue Dec 16 12:54:38 UTC 2025","20","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdAuthServiceTest","getArgoCDToken_shouldAuthenticateAndReturnToken","getArgoCDToken_shouldAuthenticateAndReturnToken()",""
"passed","Tue Dec 16 12:54:30 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","16","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldHandleInvalidManifests","listFrontendEndpoints_shouldHandleInvalidManifests(String, String, String) Manifest with empty entrypoints array",""
"passed","Tue Dec 16 12:54:46 UTC 2025","Tue Dec 16 12:54:46 UTC 2025","4","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationServiceTest","deleteInsuranceConfiguration_DeletesEntity","deleteInsuranceConfiguration_DeletesEntity()",""
"passed","Tue Dec 16 12:54:21 UTC 2025","Tue Dec 16 12:54:22 UTC 2025","861","","com.reply.arena.bridge.integration.MongoTtlIntegrationTest","","com.reply.arena.bridge.integration.MongoTtlIntegrationTest","shouldCreateTtlIndexOnField","shouldCreateTtlIndexOnField(String, int) [1] indexName=insurance_configurations, expectedExpireSeconds=2592000",""
"passed","Tue Dec 16 12:54:25 UTC 2025","Tue Dec 16 12:54:30 UTC 2025","5090","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldContinueProcessing_whenOneAppFails","listFrontendEndpoints_shouldContinueProcessing_whenOneAppFails()",""
"passed","Tue Dec 16 12:54:24 UTC 2025","Tue Dec 16 12:54:24 UTC 2025","31","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","","com.reply.arena.bridge.unit.service.InsuranceConfigurationIdempotentServiceTest","shouldThrowRuntimeWhenJsonParsingFails","shouldThrowRuntimeWhenJsonParsingFails()",""
"passed","Tue Dec 16 12:54:37 UTC 2025","Tue Dec 16 12:54:37 UTC 2025","27","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","","com.reply.arena.bridge.unit.service.ArgoCdServiceTest","listFrontendEndpoints_shouldSkipInvalidEntrypoints","listFrontendEndpoints_shouldSkipInvalidEntrypoints()",""
"passed","Tue Dec 16 12:54:48 UTC 2025","Tue Dec 16 12:54:48 UTC 2025","8","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","","com.reply.arena.bridge.unit.controller.InsuranceConfigurationRestControllerTest","getInsuranceConfigurationById_ReturnsDto","getInsuranceConfigurationById_ReturnsDto()",""
